债务人名称|所在地区|担保方式|资产类型|债权总额（元）|结束时间
嘉祥华通路桥工程有限公司|山东省济宁市嘉祥县|保证担保||43882569.61|2022-08-31
山东佳益丰工贸有限公司|山东省济宁市邹城市|保证担保||28379644.13|2022-08-31
高尔集团有限公司|浙江省温州市瑞安市|保证担保||31306444.31|2022-08-22
潍坊元鸣机械有限公司|山东省潍坊市奎文区|保证担保||55768004.43|2022-08-31
山东中凯重工集团有限公司|山东省东营市东营区|保证担保||12399633.51|2022-08-31
山东鸿基机械科技有限公司|山东省东营市东营区|保证担保||49980000.0|2022-08-31
烟台海融置业有限公司|山东省烟台市牟平区|保证担保及抵质押担保|居住用地|249718164.62|2022-08-24
赛亿电器集团有限公司|浙江省宁波市|保证担保||28805693.76|2022-08-23
山东永欣纺织有限公司|山东省枣庄市滕州市|保证担保||2748000.0|2022-08-31
慈溪汇东国际贸易有限公司|浙江省宁波市慈溪市|保证担保||13813687.46|2022-08-23
安徽誉洁洗涤用品有限公司|安徽省安庆市大观区|保证担保及抵质押担保|标准工业厂房及仓储|14818570.7|2022-08-31
山东华闻太阳能有限公司|山东省枣庄市滕州市|保证担保||4510000.0|2022-09-30
宁波芊姿若婷服饰有限公司|浙江省宁波市奉化区|保证担保||2106048.62|2022-08-23
宁波昕晖自动化设备科技有限公司|浙江省宁波市奉化区|保证担保||3101389.89|2022-08-23
枣庄齐力煤业有限公司|山东省枣庄市市中区|保证担保||12423926.85|2022-08-31
山东山鹰纺织有限公司|山东省枣庄市滕州市|保证担保||12157000.0|2022-08-31
浙江乐迪电子科技有限公司|浙江省衢州市|保证担保||54576806.21|2022-12-30
济南鑫鼎堂商贸有限公司|山东省济南市天桥区|保证担保||3336251.14|2022-08-31
春和集团有限公司|浙江省宁波市奉化区|保证担保||30724969.67|2022-12-30
济南亨通冶金炉料加工厂|山东省济南市历城区|保证担保||13062953.98|2022-08-31
余姚市兴业物资有限公司|浙江省宁波市余姚市|保证担保||9804128.8|2022-08-23
济南仙峰泰山化工设备有限公司|山东省济南市槐荫区|保证担保||9117354.09|2022-08-31
山东永翔实业有限公司|山东省枣庄市市中区|保证担保||8711576.72|2022-08-31
莱州市天泽机械配件有限公司|山东省烟台市莱州市|保证担保||3333577.92|2022-08-24
温州松豪车辆部件有限公司|浙江省温州市瑞安市|保证担保及抵质押担保|标准工业厂房及仓储|8462580.39|2022-08-22
邹平亿鑫经贸有限公司|山东省滨州市邹平市|保证担保||6584895.33|2025-08-30
邹平县通达纺织有限公司|山东省滨州市邹平市|保证担保及抵质押担保|储藏室、车位、车库等其他居住用房,非上市公司股权|20285570.4|2025-08-30
浙江盟联电气股份有限公司|浙江省温州市乐清市|保证担保||4538378.2|2022-08-22
邹平南洋汇友藤业有限公司|山东省滨州市邹平市|保证担保||9409466.88|2025-08-30
浙江圣雄皮业有限公司|浙江省温州市平阳县|保证担保||15354988.49|2022-08-22
威海市卡恩思贸易有限公司|山东省威海市环翠区|保证担保||2106871.55|2022-08-31
温州曙光正邦纺织有限公司|浙江省温州市苍南县|保证担保||58920877.85|2022-08-22
温州市勤奋交电机电批发有限公司|浙江省温州市鹿城区|保证担保及抵质押担保|标准工业厂房及仓储|52943125.51|2022-08-22
温州市东南集团有限公司|浙江省温州市|保证担保||24713065.22|2022-08-22
藤桥禽业股份有限公司|浙江省温州市鹿城区|保证担保||14995932.24|2022-08-22
温州市朝彩化工有限公司|浙江省温州市|保证担保||4292288.2|2022-08-22
立天集团有限公司|浙江省温州市平阳县|保证担保||18020988.98|2022-08-22
浙江红螺鞋业有限公司|浙江省温州市瑞安市|保证担保及抵质押担保|普通商品用房|9017082.52|2022-08-22
乐清市良烨建设有限公司|浙江省温州市乐清市|保证担保||2630159.28|2022-08-22
温州宝纶阁工艺品有限公司|浙江省温州市|||5665413.32|2022-08-22
瑞安市中兴塑胶有限公司|浙江省温州市瑞安市|保证担保||28050511.57|2022-08-22
曙光印业集团有限公司|浙江省温州市苍南县|保证担保||14980038.69|2022-08-22
温州市进出口联合有限公司|浙江省温州市|保证担保||22954884.03|2022-08-22
温州市新焦点科技电子有限公司|浙江省温州市|保证担保||11054978.98|2022-08-22
温州市亚泰进出口有限公司|浙江省温州市鹿城区|保证担保||46527802.99|2022-08-22
浙江兴华建筑工程有限公司|浙江省温州市乐清市|保证担保||6423165.9|2022-08-22
瑞安市华兴建筑型材有限公司|浙江省温州市瑞安市|保证担保及抵质押担保|标准工业厂房及仓储|56167208.49|2022-08-22
良精集团有限公司|浙江省温州市永嘉县|保证担保||9111172.02|2022-08-22
双江西地澜沧江水电矿业有限公司|云南省临沧市双江拉祜族佤族布朗族傣族自治县|保证担保及抵质押担保|工业用地,商铺、商场,商业用地|81401390.57|2023-08-23
浙江飞宇包装有限公司|浙江省温州市|保证担保||6716981.61|2022-08-22
临沧市宣鸿商贸有限公司|云南省临沧市临翔区|保证担保及抵质押担保|商铺、商场|43986901.83|2023-08-23
温州市广益经贸有限公司|浙江省温州市|保证担保及抵质押担保|非上市公司股权|31805348.76|2022-08-22
临沧市华辉商贸有限责任公司|云南省临沧市|保证担保及抵质押担保|居住用地|34499203.77|2023-08-23
浙江泰恒光学有限公司|浙江省温州市|保证担保||71949312.41|2022-08-22
建桥建设集团有限公司|浙江省温州市乐清市|保证担保及抵质押担保|商铺、商场|128652592.23|2022-08-22
丹江口市飞翔汽车零部件有限公司|湖北省十堰市茅箭区|保证担保及抵质押担保|非标准工业厂房及仓储|17689243.92|2023-12-31
浙江中意包装有限公司|浙江省温州市苍南县|保证担保及抵质押担保|标准工业厂房及仓储|44704481.25|2022-08-22
湖北博豪环保科技有限公司|湖北省十堰市茅箭区|保证担保||17791271.29|2023-12-31
个旧市鑫慧矿业工程有限公司|云南省红河哈尼族彝族自治州个旧市|保证担保及抵质押担保|宾馆酒店|35133824.34|2021-08-31
云南国联食品有限公司|云南省昆明市宜良县|保证担保及抵质押担保|标准工业厂房及仓储,其他行业专用设备|45178838.36|2023-08-31
江门市蓬江区荣臻贸易有限公司|广东省江门市蓬江区|保证担保及抵质押担保|商铺、商场|4806500.24|2021-09-30
江门市盈玻玻璃制品有限公司|广东省江门市|保证担保及抵质押担保|商铺、商场|6011230.8|2021-09-30
深圳市东都市政工程有限公司|广东省深圳市龙岗区|保证担保及抵质押担保|商铺、商场|71026995.64|2021-09-30
深圳宝安区永汇企业发展公司|广东省深圳市宝安区|抵质押担保|储藏室、车位、车库等其他居住用房|70650500.0|2021-09-30
孝义市光宇吉庆大酒店有限公司|山西省吕梁市孝义市|保证担保及抵质押担保|商铺、商场|20071133.39|2022-08-31
山西省运城华杰物贸有限公司|山西省运城市盐湖区|保证担保及抵质押担保|商铺、商场|58852066.42|2022-02-28
山西奥特莱斯电气有限公司|山西省太原市小店区|保证担保及抵质押担保|普通商品用房|3693993.37|2022-02-28
山西新通源食品有限公司|山西省运城市永济市|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地,普通商品用房,食品、饮料、烟草及饲料生产专用设备|42802846.81|2022-02-28
山西骏达木业有限公司|山西省运城市盐湖区|保证担保及抵质押担保|商铺、商场,商业用地|284539276.26|2022-02-28
北票宝联职创科技有限公司|辽宁省朝阳市北票市|保证担保||1707264.78|2023-08-23
太原市亨银物资贸易有限公司|山西省太原市杏花岭区|保证担保及抵质押担保|商铺、商场|27635726.0|2022-02-28
襄汾县龙腾达化工有限公司|山西省临汾市襄汾县|保证担保及抵质押担保|宾馆酒店|43713887.41|2022-02-28
晋城市兆丰工贸有限公司|山西省晋城市城区|保证担保及抵质押担保|普通商品用房|1534899.42|2022-02-28
西安佳苑装饰工程有限公司|陕西省西安市未央区|保证担保及抵质押担保|商铺、商场|27710995.2|2021-12-31
陕西华盟商贸管理有限公司|陕西省西安市新城区|保证担保及抵质押担保|标准工业厂房及仓储|26019800.0|2021-12-31
晋城市华凡商贸有限公司|山西省晋城市城区|保证担保及抵质押担保|商铺、商场|1376173.67|2022-02-28
陕西广泽农业科技管理有限公司|陕西省西安市未央区|保证担保及抵质押担保|非上市公司股权,商铺、商场|21662851.36|2021-12-31
西安大通渔港水产有限公司|陕西省西安市雁塔区|保证担保及抵质押担保|商铺、商场|18785375.0|2021-12-31
太原讯辰科技有限公司|山西省太原市小店区|保证担保及抵质押担保|商铺、商场|3198987.19|2022-02-28
陕西鼎盛工程机械有限公司|陕西省西安市莲湖区|保证担保及抵质押担保|宾馆酒店|5735082.48|2021-12-31
陇西宇兴商贸有限责任公司|甘肃省定西市陇西县|保证担保及抵质押担保|宾馆酒店|32219583.34|2023-08-23
陕西伟丰石化有限责任公司|陕西省西安市灞桥区|保证担保及抵质押担保|商铺、商场|7527286.13|2021-12-31
陇西县清吉洋芋批发交易市场有限责任公司|甘肃省定西市陇西县|保证担保及抵质押担保|标准工业厂房及仓储|15274129.52|2021-12-31
靖边县远大钢构工程有限公司|陕西省榆林市靖边县|抵质押担保|工业用地,商铺、商场|25610637.23|2021-12-31
西安时代盛典实业有限公司|陕西省西安市莲湖区|保证担保及抵质押担保|商铺、商场|238943420.37|2021-12-31
陕西尚府花园餐饮管理有限公司|陕西省西安市|保证担保及抵质押担保|商铺、商场|11293876.06|2021-12-31
西安首汽派克汽车租赁有限公司|陕西省西安市碑林区|保证担保及抵质押担保|商业用地|10168952.48|2021-12-31
西安健和骋汽车服务有限公司|陕西省西安市雁塔区|保证担保及抵质押担保|非上市公司股权,普通商品用房,商品林中的林木及林地使用权,商铺、商场|16144808.39|2021-12-31
西安连天红红木家具有限公司|陕西省西安市碑林区|保证担保及抵质押担保|商铺、商场|25312145.82|2021-12-31
太原市誉晋丰金属加工有限公司|山西省太原市杏花岭区|保证担保及抵质押担保|商铺、商场|17280491.22|2022-02-28
山西省五阳焦化有限公司|山西省长治市襄垣县|抵质押担保|标准工业厂房及仓储|243442656.5|2022-02-28
晋沁渔业集团公司|山西省长治市沁县|保证担保及抵质押担保|工业用地|21313079.59|2022-02-28
长治市鹏宇广场|山西省长治市潞州区|抵质押担保|宾馆酒店|170976836.58|2022-02-28
长治市供销大厦有限责任公司|山西省长治市潞州区|抵质押担保|商铺、商场|21741201.73|2022-02-28
长治市新天地购物广场有限公司|山西省长治市|抵质押担保|商铺、商场|182651187.14|2022-02-28
长治市康泰房地产开发有限公司|山西省长治市潞州区|抵质押担保|商铺、商场|79771106.45|2022-02-28
运城市高瑞焊材有限公司|山西省运城市盐湖区|保证担保及抵质押担保|其他|78632187.69|2022-02-28
运城市解州九龙潜水电机有限公司|山西省运城市盐湖区|保证担保及抵质押担保|工业用地,其他|292446533.91|2022-02-28
甘肃穆萨正通国际物流有限公司|甘肃省临夏回族自治州临夏市|保证担保||44426017.39|2023-12-31
山西和田物资集团有限公司|山西省晋中市榆次区|保证担保及抵质押担保|商业用地|69095529.14|2022-02-28
山西德玺化学工业有限责任公司|山西省临汾市侯马市|保证担保及抵质押担保|化工、木材、非金属加工专用设备|28628391.75|2022-02-28
太原榆晋物资有限公司|山西省太原市尖草坪区|保证担保及抵质押担保|多层办公楼|61028083.38|2022-02-28
山西榆次锦华冶金实业有限公司|山西省晋中市榆次区|保证担保及抵质押担保|多层办公楼|34399386.77|2022-02-28
长治市万隆商厦有限公司|山西省长治市潞州区|抵质押担保|商铺、商场|34270078.63|2022-02-28
山西强民物贸有限公司|山西省运城市盐湖区|保证担保及抵质押担保|其他|40878934.08|2022-02-28
开封市珅瑞新型建筑材料有限公司|河南省开封市|保证担保及抵质押担保|居住用地|5655493.85|2024-08-23
郑州华宇高炉工程技术有限公司|河南省郑州市巩义市|保证担保及抵质押担保|其他设备|10197552.06|2024-08-31
多多咪（新乡）食品有限公司|河南省新乡市延津县|保证担保||2672349.79|2024-08-23
哈轴集团河南销售有限公司|河南省郑州市二七区|抵质押担保|人民币存单|2464601.9|2024-08-31
新乡市航达机械有限公司|河南省新乡市长垣市|保证担保||22634603.67|2024-08-26
南阳市精益化玻供应有限公司|河南省南阳市卧龙区|保证担保及抵质押担保|普通商品用房|21085200.0|2024-08-27
黑龙江立达尔生物工程有限公司|黑龙江省绥化市望奎县|保证担保及抵质押担保|非标准工业厂房及仓储|4885097.32|2022-08-31
朝阳市重型机械制造厂|辽宁省朝阳市龙城区|保证担保及抵质押担保|工业用地|24291900.0|2023-12-31
